"Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count"
"Sengoku Basara 4","PS3","2014","Action","Capcom",0.27,68,7.4,"Unknown",0.2390169004705,0,4.69041575982343,3.29583686600433
"StarCraft II: Wings of Liberty","PC","2010","Strategy","Activision",4.84,93,8.2,"T",0,0.457424847038875,9.05538513813742,8.02387999273488
"Power Rangers Super Megaforce ","3DS","2014","Action","Namco Bandai Games",0.03,43,7.4,"E10+",0,0,2.64575131106459,3.29583686600433
"ESPN NFL 2K5","XB","2004","Sports","Sega",1.63,92,9.1,"E",0,0.0676586484738149,6.48074069840786,4.54329478227
"F.E.A.R.","X360","2006","Shooter","Vivendi Games",0.34,85,7.3,"M",0,0.0295588022415444,6.6332495807108,4.88280192258637
"Bust-A-Move Universe","3DS","2011","Puzzle","Square Enix",0.31,49,4.8,"E",0.0582689081239758,0.0295588022415444,5.47722557505166,2.63905732961526
"CSI: Hard Evidence","Wii","2008","Adventure","Ubisoft",0.89,66,7.5,"Unknown",0,0.0953101798043249,4,2.77258872223978
"Star Wars Episode III: Revenge of the Sith","XB","2005","Action","Activision",1.24,61,8.1,"T",0,0.0392207131532813,6.6332495807108,4.00733318523247
"Charlie and the Chocolate Factory","GBA","2005","Adventure","Global Star",0.3,36,3.8,"E",0,0.00995033085316809,2.23606797749979,1.94591014905531
"Rock Band: Metal Track Pack","Wii","2009","Misc","MTV Games",0.11,68.5,7,"T",0,0.00995033085316809,4.12310562561766,2.63905732961526
"Showtime Championship Boxing","DS","2007","Fighting","Zoo Digital Publishing",0.06,33,7.7,"E10+",0,0,2,3.3322045101752
"Onechanbara: Bikini Samurai Squad","X360","2006","Action","D3Publisher",0.13,39,6.4,"M",0,0.00995033085316809,6.2449979983984,4.02535169073515
"Army Men: Sarge's War","GC","2004","Shooter","Global Star",0.15,56,6.7,"T",0,0,3.3166247903554,2.07944154167984
"Pastel Chime Continue","PSP","2010","Adventure","5pb",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Ni Hao, Kai-lan: Super Game Day","Wii","2009","Misc","Take-Two Interactive",0.19,68.5,8.5,"E",0,0.00995033085316809,4.12310562561766,1.6094379124341
"WWE SmackDown vs. Raw 2009","X360","2008","Fighting","THQ",0.92,79,7.1,"T",0,0.0769610411361284,6.85565460040104,3.55534806148941
"Battle Stadium D.O.N","GC","2006","Fighting","Namco Bandai Games",0.09,72,7.7,"Unknown",0.0861776962410524,0,4.89897948556636,3.3322045101752
"Fishing Derby","2600","N/A","Sports","Activision",0.51,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Neon Genesis Evangelion","N64","1999","Adventure","Namco Bandai Games",0.06,66,7.5,"Unknown",0.0582689081239758,0,4,2.77258872223978
"Ready 2 Rumble Boxing: Round 2","PS2","2000","Fighting","Midway Games",0.81,75,7.7,"T",0,0.0953101798043249,4.47213595499958,3.3322045101752
"ZhuZhu Pets: Quest for Zhu","DS","2011","Misc","Activision",0.06,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526
"MLB Power Pros","Wii","2007","Sports","Konami Digital Entertainment",0.29,83,8.4,"E",0.0392207131532813,0.0198026272961797,3.46410161513775,3.8286413964891
"Shin Megami Tensei: Persona 3","PS2","2006","Role-Playing","Tecmo Koei",0.45,86,8.4,"M",0,0.182321556793955,7.21110255092798,4.76217393479776
"Petz Bunnyz Bunch","DS","2011","Simulation","Ubisoft",0.05,70,7.6,"E",0,0,4.12310562561766,3.04452243772342
"Pool Party","Wii","2007","Sports","SouthPeak Games",0.05,32,0.7,"E",0,0,3.60555127546399,1.94591014905531
"Herc's Adventures","PS","1997","Action","Virgin Interactive",0.04,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433
"Dexter's Laboratory Deesaster Strikes","GBA","2001","Adventure","BAM! Entertainment",0.41,66,7.5,"Unknown",0,0.00995033085316809,4,2.77258872223978
"Max Payne 2: The Fall of Max Payne","PC","2003","Shooter","Take-Two Interactive",0.03,86,9,"M",0,0,6.78232998312527,6.68835471394676
"BeatMania Append GottaMix","PS","1999","Simulation","Konami Digital Entertainment",0.33,70,7.6,"Unknown",0.27002713721306,0.0198026272961797,4.12310562561766,3.04452243772342
"Rocket Power: Beach Bandits","PS2","2002","Platform","THQ",0.82,69,6.6,"E",0,0.0953101798043249,4.12310562561766,2.63905732961526
"Darksiders II","PC","2012","Action","Nordic Games",0.15,81,7.8,"M",0,0.0198026272961797,4.79583152331272,6.4831073514572
"2014 FIFA World Cup Brazil","X360","2014","Sports","Electronic Arts",0.42,74,4.4,"E",0,0.0295588022415444,5.3851648071345,4.54329478227
"Crash of the Titans","DS","2007","Action","Vivendi Games",0.48,73,5.9,"E",0,0.0392207131532813,2.82842712474619,2.39789527279837
"Nagano Winter Olympics '98","PS","1997","Sports","Konami Digital Entertainment",0.13,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Star Wars: The Force Unleashed","PS2","2008","Action","LucasArts",1.25,68,7.4,"T",0.00995033085316809,0.559615787935423,2.64575131106459,3.52636052461616
"Sonic X: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.27,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526
"Naruto Shippuden: Dairansen! Kage Bunshin Emaki","DS","2008","Action","Takara Tomy",0.04,68,7.4,"Unknown",0.0392207131532813,0,4.69041575982343,3.29583686600433
"Captain Tsubasa: Aratanaru Densetsu Joshou","PS","2002","Sports","Konami Digital Entertainment",0.09,75,7.4,"Unknown",0.0769610411361284,0.00995033085316809,4.24264068711928,2.83321334405622
"Tales of Rebirth","PSP","2008","Role-Playing","Namco Bandai Games",0.07,74,7.9,"Unknown",0.0676586484738149,0,5.47722557505166,3.96081316959758
"Enter the Matrix","XB","2003","Action","Atari",1.2,65,7.1,"T",0.00995033085316809,0.0392207131532813,5.74456264653803,4.33073334028633
"Tokyo Xtreme Racer Advance","GBA","2005","Racing","Crave Entertainment",0.06,69,7.4,"E",0,0,4.24264068711928,2.89037175789616
"Guitar Hero 5","PS2","2009","Misc","Activision",1.12,71,2.6,"T",0,0.431782416425538,2,2.39789527279837
"SpongeBob's Atlantis SquarePantis","PS2","2007","Action","THQ",0.44,68,7.4,"E",0,0.0582689081239758,4.69041575982343,3.29583686600433
"Just Dance 2014","PS3","2013","Misc","Ubisoft",0.38,77,7.1,"E10+",0,0.0582689081239758,2.44948974278318,3.25809653802148
"Kiss Bell","PSV","2014","Adventure","Giga",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Chibi-Robo! Plug into Adventure!","GC","2005","Adventure","Nintendo",0.39,66,7.5,"Unknown",0.0861776962410524,0.00995033085316809,4,2.77258872223978
"Shrek Swamp Kart Speedway","GBA","2002","Racing","TDK Mediactive",0.3,27,8.9,"E",0,0.00995033085316809,2.23606797749979,2.99573227355399
"Blur","PC","2010","Racing","Activision",0.06,81,7.4,"E10+",0,0.00995033085316809,4.89897948556636,5.18178355029209
"Lego Batman 3: Beyond Gotham","PSV","2014","Action","Warner Bros. Interactive Entertainment",0.3,68,7.7,"E10+",0,0.0676586484738149,4.69041575982343,2.56494935746154
"King Kong","2600","1981","Action","Tigervision",0.69,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433
"Halloween","2600","1982","Action","Wizard Video Games",0.62,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433
"FairlyLife: MiracleDays","PSP","2010","Adventure","Piacci",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978
"Need for Speed: Hot Pursuit","X360","2010","Racing","Electronic Arts",2.2,88,7,"E10+",0,0.19062035960865,8.54400374531753,5.33271879326537
"Dream Girl Premier","3DS","2015","Misc","Alchemist",0.03,68.5,7,"Unknown",0.0295588022415444,0,4.12310562561766,2.63905732961526
"River City Ransom SP","3DS","2016","Action","Arc System Works",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433
"Dr. Muto","GC","2002","Platform","Midway Games",0.03,63,7.7,"T",0,0,2.44948974278318,3.13549421592915
"My Ballet Studio","DS","2009","Simulation","505 Games",0.02,70,7.6,"E",0,0,4.12310562561766,3.04452243772342
"Pokemon FireRed/Pokemon LeafGreen","GBA","2004","Role-Playing","Nintendo",10.49,74,7.9,"Unknown",1.42310833424261,0.300104592450338,5.47722557505166,3.96081316959758
"Dragon Ball Z: Budokai Tenkaichi 3","PS2","2007","Fighting","Atari",3,73,9.2,"T",0.56531380905006,0.73716406597672,4.89897948556636,5.15905529921453
"Mai-Otome Hime: Otome Butou Shi","PS2","2006","Fighting","Sunrise Interactive",0.02,72,7.7,"Unknown",0.0198026272961797,0,4.89897948556636,3.3322045101752
"STORM: Frontline Nation","PC","2011","Strategy","Unknown",0.01,60,7.2,"E10+",0,0,3.46410161513775,2.63905732961526
"MTX Mototrax","PS2","2004","Racing","Activision",0.26,77,8.1,"E",0,0.0295588022415444,5.47722557505166,2.30258509299405
"FIFA World Cup: Germany 2006","GBA","2006","Sports","Electronic Arts",0.03,57,6.9,"E",0,0,2,2.07944154167984
"Disney Infinity 3.0","X360","2015","Action","Disney Interactive Studios",0.39,68,7.4,"Unknown",0,0.0295588022415444,4.69041575982343,3.29583686600433
"AKB1/149: Love Election","PSP","2012","Adventure","Namco Bandai Games",0.23,66,7.5,"Unknown",0.207014169384326,0,4,2.77258872223978
"Where's Waldo? The Fantastic Journey","Wii","2009","Adventure","Ubisoft",0.19,66,7.5,"E",0,0.00995033085316809,4,2.77258872223978
"Yarudora Series Vol. 2: Kisetsu wo Dakishimete","PS","1998","Adventure","Sony Computer Entertainment",0.21,66,7.5,"Unknown",0.173953307123438,0.00995033085316809,4,2.77258872223978
"Sega Bass Fishing","DC","1999","Sports","Sega",0.09,75,7.4,"Unknown",0.0861776962410524,0,4.24264068711928,2.83321334405622
"Hysteria Hospital: Emergency Ward","DS","2009","Action","Oxygen Interactive",0.11,45,7.4,"E",0,0.00995033085316809,3.46410161513775,3.29583686600433
"Castlevania: Lament of Innocence","PS2","2003","Action","Konami Digital Entertainment",0.94,79,8.4,"M",0,0.113328685307003,6.70820393249937,4.31748811353631
"Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!","DS","2009","Misc","PlayV",0.02,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526
"Harry Potter and the Prisoner of Azkaban","XB","2004","Action","Electronic Arts",0.19,67,8.8,"E",0,0.00995033085316809,4.79583152331272,2.39789527279837
"Peppa Pig: Fun and Games","Wii","2010","Misc","Ubisoft",0.13,68.5,7,"Unknown",0,0.0198026272961797,4.12310562561766,2.63905732961526
"Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku","PS3","2010","Adventure","Alchemist",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Timmy Time","DS","2011","Action","Avanquest",0.02,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433
"Star Trek: Tactical Assault","DS","2006","Strategy","Ubisoft",0.06,63,7,"E",0,0,3.87298334620742,2.39789527279837
"Gintama DS: Yorozuya Daisoudou","DS","2006","Action","Namco Bandai Games",0.07,68,7.4,"Unknown",0.0676586484738149,0,4.69041575982343,3.29583686600433
"In Cold Blood","PS","2000","Adventure","Sony Computer Entertainment",0.03,66,7.5,"Unknown",0,0,4,2.77258872223978
"Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu","DS","2009","Adventure","Arc System Works",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978
"Call of Duty 3","Wii","N/A","Shooter","Activision",2.24,69,6.7,"T",0,0.207014169384326,6.48074069840786,4.12713438504509
"Ridge Racer 6","X360","2005","Racing","Namco Bandai Games",0.2,74,7.1,"E",0.0676586484738149,0.00995033085316809,8.06225774829855,3.36729582998647
"Chrono Trigger","SNES","1995","Role-Playing","SquareSoft",2.31,74,7.9,"Unknown",1.10525683138678,0.00995033085316809,5.47722557505166,3.96081316959758
"Storm Lover 2nd","PSP","2013","Misc","D3Publisher",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526
"G.I. Joe: The Rise of Cobra","DS","2009","Action","Electronic Arts",0.14,47,7.5,"E10+",0,0.00995033085316809,4,1.6094379124341
"Atelier Ayesha: The Alchemist of Dusk","PS3","2012","Role-Playing","Tecmo Koei",0.26,70,6.6,"T",0.131028262406404,0.0198026272961797,4.12310562561766,4.79579054559674
"Grand Theft Auto V","XOne","2014","Action","Take-Two Interactive",5.48,97,7.9,"M",0,0.385262400790645,3.74165738677394,6.63987583382654
"The Hobbit","GC","2003","Platform","Vivendi Games",0.17,61,7.3,"E",0,0,4.12310562561766,2.19722457733622
"FIFA 06: Road to FIFA World Cup","X360","2005","Sports","Electronic Arts",0.15,62,6,"E",0.00995033085316809,0.00995033085316809,6.2449979983984,3.55534806148941
"Virtua Cop","SAT","1995","Shooter","Sega",0.62,73,7.4,"Unknown",0.482426149244293,0,5.65685424949238,4.14313472639153
"I Spy: Fun House","DS","2007","Puzzle","Scholastic Inc.",0.82,53,7.5,"E",0,0.0582689081239758,2.44948974278318,2.484906649788
"Portal Runner","PS2","2001","Platform","3DO",0.13,53,6.7,"E",0,0.0198026272961797,4.24264068711928,1.94591014905531
"Rugby 15","PS3","2015","Sports","Bigben Interactive",0.09,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Dirge of Cerberus: Final Fantasy VII","PS2","2006","Shooter","Square Enix",1.48,57,6.9,"T",0.418710334858185,0.113328685307003,7.14142842854285,4.64439089914137
"Monopoly Party","XB","2002","Misc","Infogrames",0.18,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526
"Way of the Samurai 2 Portable","PSP","2009","Action","Spike",0.04,68,7.4,"Unknown",0.0392207131532813,0,4.69041575982343,3.29583686600433
"LEGO Indiana Jones 2: The Adventure Continues","DS","2009","Action","Activision",1.18,59,7.4,"E",0,0.104360015324243,2,3.29583686600433
"Final Fantasy X","PS2","2001","Role-Playing","Sony Computer Entertainment",8.05,92,8.7,"T",1.31640823365572,0.285178942233662,7.28010988928052,6.96318998587024
"Gradius V","PS2","2004","Shooter","Konami Digital Entertainment",0.09,82,8.5,"T",0,0.00995033085316809,6.78232998312527,2.63905732961526
"Tony Hawk's American Sk8land","DS","2005","Sports","Activision",0.21,84,8.7,"E",0,0.0198026272961797,5.56776436283002,4.02535169073515
"River King: Wonderful Journey","PS2","2005","Sports","505 Games",0.03,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622
"Pitfall: The Mayan Adventure","GBA","2001","Platform","Interplay",0.28,58,7.7,"E",0,0.00995033085316809,3.16227766016838,3.13549421592915
"Warhammer: Battle For Atluma","PSP","2006","Action","Namco Bandai Games",0.07,55,7.4,"T",0,0.00995033085316809,2.82842712474619,2.19722457733622
"Micro Machines 64 Turbo","N64","1999","Racing","Codemasters",0.14,69,7.4,"Unknown",0,0,4.24264068711928,2.89037175789616
"Active Life Explorer","Wii","2010","Sports","Namco Bandai Games",0.14,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Tony Hawk's Proving Ground","PS3","2007","Sports","Activision",0.44,73,6.6,"T",0,0.0392207131532813,6,2.89037175789616
"Star Wars: The Force Unleashed II","X360","2010","Action","LucasArts",1.43,61,5.7,"T",0,0.104360015324243,7.68114574786861,5.19849703126583
"Ken to Mahou to Gakuen Mono. 3D","3DS","2011","Role-Playing","Acquire",0.06,74,7.9,"Unknown",0.0582689081239758,0,5.47722557505166,3.96081316959758
"Kirarin * Revolution: Mezase! Idol Queen","DS","2007","Simulation","Konami Digital Entertainment",0.1,70,7.6,"Unknown",0.0953101798043249,0,4.12310562561766,3.04452243772342
"World of Goo","PC","2008","Puzzle","2D Boy",0.04,90,8.5,"E",0,0.00995033085316809,5.09901951359278,6.41017488196617
"Magician's Quest: Town of Magic","3DS","2012","Simulation","Konami Digital Entertainment",0.21,70,7.6,"Unknown",0.19062035960865,0,4.12310562561766,3.04452243772342
"Polarium","DS","2004","Puzzle","Nintendo",0.26,73,8.4,"E",0.104360015324243,0.00995033085316809,5.8309518948453,2.89037175789616
"Mercenaries: Playground of Destruction","PS2","2005","Action","LucasArts",0.76,68,7.4,"Unknown",0,0.0953101798043249,4.69041575982343,3.29583686600433
"Wizardry: Tale of the Forsaken Land","PS2","2001","Role-Playing","Ubisoft",0.09,70,7.5,"T",0,0.00995033085316809,3.74165738677394,1.94591014905531
"Learn Math","DS","2009","Puzzle","DreamCatcher Interactive",0.13,70,7.5,"E",0,0.00995033085316809,3.74165738677394,2.484906649788
"Supremacy MMA","PS3","2011","Fighting","505 Games",0.12,47,6.5,"M",0,0.0198026272961797,4.12310562561766,1.6094379124341
"Virtua Tennis: World Tour (jp sales)","PSP","2005","Sports","Sega",0.02,75,7.4,"Unknown",0.0198026272961797,0,4.24264068711928,2.83321334405622
"Assassin's Creed Syndicate","PC","2015","Action","Ubisoft",0.21,74,5.9,"M",0,0.0198026272961797,3.74165738677394,6.30078579466324
"Petz Dogz Fashion","DS","2008","Simulation","Ubisoft",0.84,70,7.6,"E",0,0.0861776962410524,4.12310562561766,3.04452243772342
"Dead or Alive 5","X360","2012","Fighting","Ubisoft Annecy",0.32,76,7.9,"M",0.0295588022415444,0.0295588022415444,6.2449979983984,4.56434819146784
"Soccer Tsuku DS: World Challenge 2010","DS","2010","Sports","Sega",0.13,75,7.4,"Unknown",0.122217632724249,0,4.24264068711928,2.83321334405622
"Minna to Issho","PSV","2011","Misc","Sony Computer Entertainment",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526
"Spyro 2: Ripto's Rage!","PS","1999","Platform","Sony Computer Entertainment",3.52,69,7.7,"Unknown",0.00995033085316809,0.157003748809665,4.12310562561766,3.13549421592915
"Ape Escape","PS","1999","Platform","Sony Computer Entertainment",1.63,90,8.8,"E",0.27763173659828,0.104360015324243,4.35889894354067,3.98898404656427
"Sigma Harmonics","DS","2008","Role-Playing","Square Enix",0.07,74,7.9,"Unknown",0.0676586484738149,0,5.47722557505166,3.96081316959758
"Hitman 2: Silent Assassin","GC","2003","Action","Eidos Interactive",0.13,83,5.5,"M",0,0,4.12310562561766,2.19722457733622
"Lethal Skies Elite Pilot: Team SW","PS2","2001","Simulation","Sammy Corporation",0.22,59,7.6,"E",0,0.0295588022415444,4,3.04452243772342
"Yu-Gi-Oh! 5D's: Duel Transer","Wii","2010","Strategy","Konami Digital Entertainment",0.16,74,7.9,"Unknown",0.0198026272961797,0.00995033085316809,4.89897948556636,3.59731226058845
"Chaos;Head Noah","X360","2009","Adventure","5pb",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978
"The Simpsons Game","PSP","2007","Action","Electronic Arts",1.07,59,6.7,"T",0,0.262364264467491,2.64575131106459,2.77258872223978
"Gray Matter","X360","2011","Adventure","DTP Entertainment",0.04,66,7.5,"Unknown",0,0,4,2.77258872223978
"Custom Robo","N64","N/A","Role-Playing","Nintendo",0.33,74,7.9,"Unknown",0.254642218373581,0.0392207131532813,5.47722557505166,3.96081316959758
"The First Templar","PC","2011","Action","Kalypso Media",0.08,57,5.8,"T",0,0.00995033085316809,4.35889894354067,4.11087386417331
"Medabots Dual: Kabuto / Kuwagata","3DS","2013","Role-Playing","Rocket Company",0.08,74,7.9,"Unknown",0.0769610411361284,0,5.47722557505166,3.96081316959758
"Mobile Suit Gundam Side Story: Missing Link","PS3","2014","Action","Namco Bandai Games",0.12,68,7.4,"Unknown",0.113328685307003,0,4.69041575982343,3.29583686600433
"Tomb Raider: Underworld","PC","2008","Action","Eidos Interactive",0.08,80,7.7,"T",0,0.00995033085316809,4.47213595499958,5.60947179518496
"Wrath Unleashed","XB","2004","Strategy","LucasArts",0.05,69,7,"T",0,0,5.65685424949238,1.6094379124341
"Madden NFL 98","PS","1997","Sports","Electronic Arts",1.35,75,7.4,"Unknown",0,0.0295588022415444,4.24264068711928,2.83321334405622
"Worms 3D","GC","2003","Strategy","Sega",0.07,69,7.6,"T",0,0,4.79583152331272,2.99573227355399
"XXX","GBA","2002","Action","Activision",0.11,50,5,"E",0,0,3.60555127546399,1.6094379124341
"Turok: Evolution","GC","2002","Shooter","Acclaim Entertainment",0.38,70,7,"M",0,0.00995033085316809,4.35889894354067,3.09104245335832
"Lumines: Electronic Symphony","PSV","2012","Misc","Ubisoft",0.23,83,7.8,"E",0.00995033085316809,0.0392207131532813,8.06225774829855,4.45434729625351
"Street Fighter X Tekken","PSV","2012","Fighting","Capcom",0.19,79,7.5,"T",0.00995033085316809,0.0295588022415444,5,4.20469261939097
"Backyard NFL Football '10","Wii","2009","Sports","Atari",0.17,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622
"Disney's A Christmas Carol","DS","2009","Adventure","Disney Interactive Studios",0.23,66,6.5,"E",0,0.0198026272961797,2.64575131106459,1.6094379124341
"NCAA Football 14","PS3","2013","Sports","Electronic Arts",0.84,77,6.2,"E",0,0.0861776962410524,3,3.71357206670431
"Romance of the Three Kingdoms II","3DS","2015","Strategy","Tecmo Koei",0.03,74,7.9,"Unknown",0.0295588022415444,0,4.89897948556636,3.59731226058845
"Fantastic Voyage","2600","1981","Action","20th Century Fox Video Games",0.34,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433
"Mystery Case Files: Ravenhearst","PC","2007","Puzzle","Focus Home Interactive",0.03,70,7.5,"E10+",0,0.00995033085316809,3.74165738677394,2.484906649788
"Michael Jackson: The Experience","Wii","2010","Misc","Ubisoft",4.36,56,8.3,"E10+",0.00995033085316809,0.3293037471426,6.08276253029822,3.46573590279973
"Lumines ll","PSP","2006","Puzzle","Disney Interactive Studios",0.3,70,7.5,"Unknown",0,0.0676586484738149,3.74165738677394,2.484906649788
"The Lord of the Rings: The Return of the King","GC","2003","Action","Electronic Arts",0.69,84,8.5,"T",0,0.0198026272961797,4.79583152331272,3.09104245335832
"Roswell Conspiracies: Aliens, Myths & Legends","PS","2001","Action","Red Storm Entertainment",0.04,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433
"Pawly Pets: My Vet Practice","DS","2007","Strategy","Ubisoft",0.05,74,7.9,"Unknown",0,0,4.89897948556636,3.59731226058845
"Gitaroo Man Lives!","PSP","2006","Misc","Tecmo Koei",0.04,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526
"TrackMania DS","DS","2008","Racing","Focus Home Interactive",0.08,75,6.9,"E",0,0.00995033085316809,6.16441400296898,2.56494935746154
"O.M.G. 26 - Our Mini Games","DS","2007","Puzzle","505 Games",0.02,70,7.5,"Unknown",0,0,3.74165738677394,2.484906649788
"Tales of Symphonia","GC","2003","Role-Playing","Nintendo",1.1,86,8.5,"T",0.27002713721306,0.0392207131532813,7.74596669241483,5.17614973257383
"Tony Hawk's Pro Skater 3","N64","2002","Sports","Activision",0.08,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622
"La Pucelle: Tactics","PS2","2002","Role-Playing","Tecmo Koei",0.19,79,8.5,"T",0,0.0198026272961797,6.85565460040104,2.77258872223978
"Fallout: New Vegas","PS3","2010","Role-Playing","Bethesda Softworks",3.11,82,7.8,"M",0.0953101798043249,0.378436435720245,7.54983443527075,6.20050917404269
"Ghost Rider","PSP","2007","Action","Take-Two Interactive",0.24,49,5.7,"T",0,0.0198026272961797,4.12310562561766,2.63905732961526
"Backyard NFL Football 2006","GBA","2005","Sports","Atari",0.03,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622
"Uta no * Prince-Sama","PSP","2010","Adventure","Broccoli",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978
"Guilty Gear Dust Strikers","DS","2006","Fighting","Majesco Entertainment",0.05,60,5.8,"T",0,0,5,2.30258509299405
"Death Jr.","PSP","2005","Platform","Konami Digital Entertainment",0.19,61,7.3,"T",0,0.00995033085316809,6.32455532033676,3.09104245335832
"Diabolik Lovers","PSP","2012","Adventure","Idea Factory",0.05,66,7.5,"Unknown",0.048790164169432,0,4,2.77258872223978
"Anubis II","Wii","2007","Platform","Metro 3D",0.07,19,2.7,"E",0,0,2.23606797749979,3.36729582998647
"Marvel: Ultimate Alliance 2","Wii","2009","Role-Playing","Activision",0.32,50,5.2,"T",0,0.0295588022415444,2.82842712474619,2.83321334405622
"Pachi-Slot Higrashi no Naku Koro ni Matsuri","PS2","2010","Misc","Alchemist",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526
"Ultraman Star Chronicles","PSP","2013","Strategy","Namco Bandai Games",0.02,74,7.9,"Unknown",0.0198026272961797,0,4.89897948556636,3.59731226058845
"War Leaders: Clash of Nations","PC","2009","Strategy","CDV Software Entertainment",0.02,74,6.4,"T",0,0,4.89897948556636,2.19722457733622
"Okami","PS2","2006","Action","Capcom",0.63,93,9.3,"T",0.139761942375159,0.29266961396282,8.30662386291807,5.79301360838414
"Tiger Woods PGA Tour 12: The Masters","Wii","2011","Sports","Electronic Arts",0.34,85,6.7,"E",0,0.0295588022415444,3.74165738677394,2.07944154167984
"Dr. Seuss: How the Grinch Stole Christmas","DS","2007","Action","CokeM Interactive",0.31,68,7.4,"Unknown",0,0.0198026272961797,4.69041575982343,3.29583686600433
"College Hoops 2K6","XB","2005","Sports","Take-Two Interactive",0.1,82,9.2,"E",0,0,4.12310562561766,1.94591014905531
"Elebits","Wii","2006","Action","Konami Digital Entertainment",0.32,75,7.4,"E",0.0769610411361284,0.0198026272961797,6.78232998312527,3.52636052461616
"Medal of Honor: Frontline","PS2","2002","Shooter","Electronic Arts",6.83,88,8.5,"T",0.157003748809665,0.688134638736401,5.3851648071345,4.91265488573605
"Angry Birds Trilogy","PS3","2012","Action","Activision",0.16,66,3.7,"E",0,0.0295588022415444,2.82842712474619,3.04452243772342
"NBA Live 06 (Weekly american sales)","PS2","2005","Sports","Electronic Arts",1.42,75,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.83321334405622
"MLB 09: The Show","PS3","2009","Sports","Sony Computer Entertainment",0.72,90,8.1,"E",0,0.0582689081239758,5.19615242270663,4.12713438504509
"Frogger II: Threeedeep!","2600","1983","Action","Parker Bros.",0.33,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433
"PriPara Mezameyo! Megami no Dress Design","3DS","2016","Action","Takara Tomy",0.03,68,7.4,"Unknown",0.0295588022415444,0,4.69041575982343,3.29583686600433
"Loving Life with Hello Kitty & Friends","DS","2011","Misc","Rising Star Games",0.23,68.5,7,"Unknown",0,0.0198026272961797,4.12310562561766,2.63905732961526
"Black Stone: Magic & Steel","XB","2003","Role-Playing","THQ",0.04,74,7.9,"Unknown",0,0,5.47722557505166,3.96081316959758
"Trivial Pursuit: Bet You Know It","Wii","2011","Misc","Electronic Arts",0.15,68.5,7,"T",0,0.00995033085316809,4.12310562561766,2.63905732961526
"Pocket Monsters Stadium","N64","1998","Strategy","Nintendo",1.37,74,7.9,"Unknown",0.86288995514704,0,4.89897948556636,3.59731226058845
"NFL QB Club 2001","N64","2000","Sports","Acclaim Entertainment",0.12,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","X360","2011","Action","THQ",0.11,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433
"Street Fighter X Tekken","X360","2012","Fighting","Capcom",0.47,83,4.4,"T",0.0295588022415444,0.0392207131532813,6.70820393249937,5.18178355029209
