"Name","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count","length_Name","length_Publisher","new_platform","yearI","yearII","is_important_genre","is_important_platform"
"The Legend of Heroes VII: The Trail of Zero","2010","Role-Playing","Falcom Corporation",0.16,74,7.9,"Unknown",0.148420005118273,0,5.47722557505166,3.96081316959758,9,2,"PS","5","2","0","1"
"Skylanders Imaginators","2016","Platform","Activision",0.14,80,5.5,"E10+",0,0.0198026272961797,6.85565460040104,2.89037175789616,2,1,"PS","7","3","1","1"
"Star Trek: Shattered Universe","2004","Simulation","Global Star",0.1,42,8.3,"E",0,0.00995033085316809,4.35889894354067,2.94443897916644,4,2,"PS","4","2","0","1"
"Dynasty Tactics","2002","Strategy","Tecmo Koei",0.29,79,8.1,"T",0.148420005118273,0.0198026272961797,3.74165738677394,3.46573590279973,2,2,"PS","4","2","0","1"
"EA Sports UFC 2","2016","Sports","Electronic Arts",0.93,79,6.2,"T",0,0.139761942375159,6.16441400296898,5.06259503302697,4,2,"PS","7","3","1","1"
"MySims Kingdom","2008","Simulation","Electronic Arts",1.55,58,7.6,"E",0.00995033085316809,0.148420005118273,3,3.04452243772342,2,2,"DS","5","2","0","0"
"Legend of the Dragon","2007","Fighting","Game Factory",0.06,37,4.8,"T",0,0,3.74165738677394,1.79175946922805,4,2,"Wii","5","2","1","1"
"Robotron X","1996","Shooter","GT Interactive",0.08,73,7.4,"Unknown",0,0.00995033085316809,5.65685424949238,4.14313472639153,2,2,"PS","3","1","1","1"
"Warhammer 40,000: Squad Command","2007","Strategy","THQ",0.06,57,7.9,"T",0,0.00995033085316809,4.58257569495584,2.83321334405622,5,1,"DS","5","2","0","0"
"Prison Architect","2016","Action","Introversion Software",0.01,74,6.7,"Unknown",0,0,3.60555127546399,2.07944154167984,2,2,"XB","7","3","1","1"
"M&M's Kart Racing","2008","Racing","Zoo Digital Publishing",0.12,69,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.89037175789616,5,3,"DS","5","2","0","0"
"Land of the Dead: Road to Fiddler's Green","2005","Shooter","Groove Games",0.06,32,5.8,"M",0,0,3,2.39789527279837,9,2,"XB","4","2","1","1"
"Greg Hastings' Tournament Paintball Max'd","2006","Shooter","Activision",0.03,73,7.4,"E10+",0,0,5.65685424949238,4.14313472639153,6,1,"GB","5","2","1","1"
"Bratz: Rock Angelz","2005","Misc","THQ",0.38,60,5.1,"E",0,0.048790164169432,2.64575131106459,2.07944154167984,3,1,"PS","4","2","0","1"
"King's Field: The Ancient City","2001","Role-Playing","Metro 3D",0.1,60,8.5,"T",0,0.00995033085316809,3.74165738677394,2.63905732961526,6,2,"PS","4","2","0","1"
"Virtua Tennis 2009","2009","Sports","Sega",0.33,70,6.2,"E",0,0.0295588022415444,6.557438524302,2.77258872223978,3,1,"XB","5","2","1","1"
"Cabela's Dangerous Hunts 2011","2010","Sports","Activision",0.12,75,7.4,"T",0,0.00995033085316809,4.24264068711928,2.83321334405622,5,1,"DS","5","2","1","0"
"Outdoors Unleashed: Alaska 3D","2011","Sports","Mastiff",0.01,75,7.4,"T",0,0,4.24264068711928,2.83321334405622,4,1,"DS","6","3","1","0"
"Earthworm Jim 3D","1999","Platform","Interplay",0.12,69,7.7,"Unknown",0,0,4.12310562561766,3.13549421592915,3,1,"DS","3","1","1","0"
"Charm Girls Club: My Fashion Mall","N/A","Simulation","Unknown",0.12,70,7.6,"E",0,0.00995033085316809,4.12310562561766,3.04452243772342,6,1,"DS","999","999","0","0"
"Brain Age: Concentration Training","2012","Puzzle","Nintendo",0.09,71,7.9,"E",0,0.00995033085316809,3.3166247903554,2.89037175789616,4,1,"DS","6","3","0","0"
"Men of War: Assault Squad","2011","Strategy","1C Company",0.05,77,8.2,"T",0,0.00995033085316809,4.58257569495584,4.54329478227,5,2,"PC","6","3","0","0"
"Time Travelers","2012","Adventure","Unknown",0.04,66,7.5,"Unknown",0.0392207131532813,0,4,2.77258872223978,2,1,"DS","6","3","0","0"
"Kenka Banchou Portable","2009","Action","Spike",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433,3,1,"PS","5","2","1","1"
"Ninja Gaiden Black","2005","Action","Microsoft Game Studios",0.09,94,8.7,"M",0,0,5.65685424949238,4.80402104473326,3,3,"XB","4","2","1","1"
"LEGO Indiana Jones: The Original Adventures","2008","Action","LucasArts",0.04,78,7.7,"E10+",0,0,3.74165738677394,3.58351893845611,6,1,"PC","5","2","1","0"
"Tom and Jerry in War of the Whiskers","2003","Fighting","NewKidCo",0.07,72,7.7,"Unknown",0,0,4.89897948556636,3.3322045101752,8,1,"GC","4","2","1","0"
"Lips: Deutsche Partyknaller","2009","Misc","Microsoft Game Studios",0.05,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526,3,3,"XB","5","2","0","1"
"Dynasty Warriors 3: Xtreme Legends","2002","Action","Tecmo Koei",1,72,9.3,"T",0.553885113226438,0.0295588022415444,4,4.00733318523247,5,2,"PS","4","2","1","1"
"F1 2010","2010","Racing","Codemasters",0.05,84,6.6,"E",0,0.00995033085316809,3.87298334620742,4.60517018598809,2,1,"PC","5","2","0","0"
"Doubutsu no Mori","2001","Simulation","Nintendo",0.31,70,7.6,"Unknown",0.231111720963387,0.048790164169432,4.12310562561766,3.04452243772342,3,1,"DS","4","2","0","0"
"Atari Flashback Classics: Volume 1","2016","Misc","Atari",0.02,68.5,7,"E",0,0,4.12310562561766,2.63905732961526,5,1,"XB","7","3","0","1"
"Worms","2009","Strategy","Sony Computer Entertainment",0.02,76,6.9,"E10+",0,0.00995033085316809,3,2.94443897916644,1,3,"PS","5","2","0","1"
"7 Wonders of the Ancient World","2007","Puzzle","Funsta",0.13,60,8.3,"E",0,0.00995033085316809,2.64575131106459,3.89182029811063,6,1,"DS","5","2","0","0"
"Commando","1986","Action","Capcom",1.14,68,7.4,"Unknown",0.22314355131421,0.0295588022415444,4.69041575982343,3.29583686600433,1,1,"DS","1","0","1","0"
"Urban Chaos: Riot Response","2006","Shooter","Eidos Interactive",0.06,73,7.8,"M",0,0.00995033085316809,5.91607978309962,3.2188758248682,4,2,"PS","5","2","1","1"
"Blackwater","2011","Shooter","505 Games",0.12,37,4.5,"T",0,0.00995033085316809,3.46410161513775,2.70805020110221,1,2,"XB","6","3","1","1"
"Hasbro Family Game Night 2","2009","Misc","Electronic Arts",1.35,63,6.3,"E",0,0.122217632724249,4,1.94591014905531,5,2,"Wii","5","2","0","1"
"Murdered: Soul Suspect","2014","Action","Square Enix",0.1,68,7.2,"M",0,0.00995033085316809,4.69041575982343,4.06044301054642,3,2,"XB","6","3","1","1"
"Company of Heroes 2","2013","Strategy","THQ",0.34,80,2.1,"M",0,0.0392207131532813,9.05538513813742,8.72550732848445,4,1,"PC","6","3","0","0"
"Real Rode","2008","Adventure","Kadokawa Shoten",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978,2,2,"PS","5","2","0","1"
"Super Monkey Ball 3D","2011","Action","Sega",0.49,55,5.5,"E",0.048790164169432,0.0392207131532813,7.54983443527075,3.46573590279973,4,1,"DS","6","3","1","0"
"NBA Live 2003","N/A","Sports","Electronic Arts",0.3,82,8.2,"E",0,0.00995033085316809,3.3166247903554,1.79175946922805,3,2,"GC","999","999","1","0"
"Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki","2008","Misc","D3Publisher",0.03,68.5,7,"Unknown",0.0295588022415444,0,4.12310562561766,2.63905732961526,14,1,"DS","5","2","0","0"
"XCOM 2","2016","Strategy","Take-Two Interactive",0.14,88,8,"T",0,0.0198026272961797,5.29150262212918,4.76217393479776,2,3,"PS","7","3","0","1"
"Sesame Street: Cookie's Counting Carnival","2010","Misc","Warner Bros. Interactive Entertainment",0.05,68.5,7,"EC",0,0,4.12310562561766,2.63905732961526,6,4,"PC","5","2","0","0"
"Resistance 2","2008","Shooter","Sony Computer Entertainment",2.46,87,6.1,"M",0.0953101798043249,0.322083499169113,8.88819441731559,7.54433210805369,2,3,"PS","5","2","1","1"
"Tom Clancy's Rainbow Six: Vegas 2","2008","Shooter","Ubisoft",2.42,82,7.8,"M",0.0198026272961797,0.207014169384326,8.12403840463596,5.17614973257383,7,1,"XB","5","2","1","1"
"Bodycount","2011","Shooter","Codemasters",0.11,53,4.7,"M",0,0.00995033085316809,7.81024967590665,4.30406509320417,1,1,"XB","6","3","1","1"
"NFL 2K3","2002","Sports","Sega",0.52,75,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.83321334405622,2,1,"XB","4","2","1","1"
"You're in the Movies","2008","Misc","Microsoft Game Studios",0.48,55,5.5,"E",0,0.048790164169432,4.58257569495584,3.04452243772342,5,3,"XB","5","2","0","1"
"ECW Anarchy Rulz","1999","Fighting","Acclaim Entertainment",0.11,43,6.3,"E",0,0.00995033085316809,2.64575131106459,1.6094379124341,3,2,"PS","3","1","1","1"
"All-Star Baseball 2003","2002","Sports","Acclaim Entertainment",0.26,79,8.1,"E",0,0.00995033085316809,3.87298334620742,2.07944154167984,4,2,"XB","4","2","1","1"
"New Prince of Tennis: Go to the Top","2015","Action","FuRyu",0.05,68,7.4,"Unknown",0.048790164169432,0,4.69041575982343,3.29583686600433,8,1,"DS","6","3","1","0"
"Winning Post 8 2016","2016","Simulation","Tecmo Koei",0.01,70,7.6,"Unknown",0.00995033085316809,0,4.12310562561766,3.04452243772342,4,2,"PS","7","3","0","1"
"Black Cat","2006","Action","Capcom",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433,2,1,"PS","5","2","1","1"
"Ride","2015","Racing","Milestone S.r.l.",0.1,54,5.3,"E",0,0.00995033085316809,3,2.89037175789616,1,4,"XB","6","3","0","1"
"USA Today Puzzle Craze","2009","Puzzle","Destineer",0.1,70,7.5,"E",0,0.00995033085316809,3.74165738677394,2.484906649788,4,1,"DS","5","2","0","0"
"Fairy Tail: Zelef Kakusei","2012","Action","Unknown",0.07,68,7.4,"Unknown",0.0676586484738149,0,4.69041575982343,3.29583686600433,4,1,"PS","6","3","1","1"
"James Cameron's Dark Angel","N/A","Action","Universal Interactive",0.17,48,6.5,"T",0,0.0198026272961797,4.12310562561766,2.99573227355399,5,2,"PS","999","999","1","1"
"Surf's Up","2007","Sports","Ubisoft",0.28,56,7,"E",0,0.0198026272961797,2.23606797749979,1.6094379124341,3,1,"DS","5","2","1","0"
"Jeremy McGrath Supercross World","2002","Racing","Acclaim Entertainment",0.12,36,5.6,"E",0,0,3.74165738677394,1.79175946922805,4,2,"GC","4","2","0","0"
"Coven and Labyrinth of Refrain","2016","Action","Nippon Ichi Software",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433,5,3,"PS","7","3","1","1"
"Hasbro Family Game Night","2008","Puzzle","Electronic Arts",0.57,70,7.5,"E",0,0.0676586484738149,3.74165738677394,2.484906649788,4,2,"PS","5","2","0","1"
"Alpha and Omega","2010","Action","Unknown",0.07,68,7.4,"E",0,0,4.69041575982343,3.29583686600433,3,1,"DS","5","2","1","0"
"The Amazing Spider-Man 2 (2014)","2014","Action","Activision",0.23,68,7.4,"Unknown",0,0.0198026272961797,4.69041575982343,3.29583686600433,6,1,"XB","6","3","1","1"
"Super Bubble Pop","2003","Puzzle","Jaleco",0.05,54,7.5,"E",0,0,3.46410161513775,2.484906649788,3,1,"GC","4","2","0","0"
"Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen","2009","Adventure","Alchemist",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978,10,1,"DS","5","2","0","0"
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!","2010","Misc","Namco Bandai Games",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526,12,3,"DS","5","2","0","0"
"Kangokutou Mary Skelter","2016","Role-Playing","Compile Heart",0.03,74,7.9,"Unknown",0.0295588022415444,0,5.47722557505166,3.96081316959758,3,2,"PS","7","3","0","1"
"L.A. Rush","2005","Racing","Midway Games",0.47,58,8,"T",0,0.0582689081239758,5.56776436283002,2.39789527279837,3,2,"PS","4","2","0","1"
"Final Fantasy IV: The Complete Collection","2011","Role-Playing","Square Enix",0.56,77,7.5,"E10+",0.2390169004705,0.0582689081239758,6.40312423743285,4.39444915467244,6,2,"PS","6","3","0","1"
"Dr. Muto","2002","Platform","Midway Games",0.06,70,7.7,"T",0,0,3.60555127546399,3.13549421592915,2,2,"XB","4","2","1","1"
"Pokemon Dash","2004","Racing","Nintendo",0.77,46,5.9,"E",0.322083499169113,0.0392207131532813,5.29150262212918,3.55534806148941,2,1,"DS","4","2","0","0"
"TOCA Race Driver 2","2004","Racing","Codemasters",0.04,69,8.3,"T",0,0,4.24264068711928,1.94591014905531,4,1,"XB","4","2","0","1"
"Casper's Scare School: Spooky Sports Day","2009","Sports","Blast! Entertainment Ltd",0.02,75,7.4,"E",0,0,4.24264068711928,2.83321334405622,7,3,"DS","5","2","1","0"
"International Superstar Soccer 2000 (JP weekly sales)","1999","Sports","Konami Digital Entertainment",0.18,75,7.4,"Unknown",0.165514438477573,0,4.24264068711928,2.83321334405622,7,3,"DS","3","1","1","0"
"Sonic Adventure","1998","Platform","Sega",2.42,69,7.7,"Unknown",0.378436435720245,0.0769610411361284,4.12310562561766,3.13549421592915,2,1,"others","3","1","1","0"
"Gun Metal","2002","Shooter","Rage Software",0.11,63,7.6,"T",0,0,4.12310562561766,2.19722457733622,2,2,"XB","4","2","1","1"
"Big Air Freestyle","2002","Racing","Atari",0.05,56,7.4,"T",0,0,3.46410161513775,2.89037175789616,3,1,"GC","4","2","0","0"
"Stranglehold","2007","Shooter","Midway Games",0.82,77,7.6,"M",0.00995033085316809,0.0861776962410524,7.68114574786861,4.52178857704904,1,2,"XB","5","2","1","1"
"Triggerheart Exelica","2007","Shooter","Warashi",0.02,73,7.4,"Unknown",0.0198026272961797,0,5.65685424949238,4.14313472639153,2,1,"others","5","2","1","0"
"Demon Chaos","N/A","Action","Konami Digital Entertainment",0.09,68,7.4,"Unknown",0.0861776962410524,0,4.69041575982343,3.29583686600433,2,3,"PS","999","999","1","1"
"I'm A Celebrity: Get Me Out of Here!","2009","Misc","Mindscape",0.04,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,9,1,"DS","5","2","0","0"
"Wrecking Crew","1985","Platform","Nintendo",0.51,69,7.7,"Unknown",0.412109650826833,0,4.12310562561766,3.13549421592915,2,1,"DS","0","0","1","0"
"NatGeo Challenge! Wild Life","2010","Misc","Black Bean Games",0.04,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,4,3,"Wii","5","2","0","1"
"Miracle Girls Festival","2015","Misc","Sega",0.06,68.5,7,"Unknown",0.0582689081239758,0,4.12310562561766,2.63905732961526,3,1,"PS","6","3","0","1"
"Uta no * Prince-Sama: All Star","2013","Action","Broccoli",0.12,68,7.4,"Unknown",0.113328685307003,0,4.69041575982343,3.29583686600433,6,1,"PS","6","3","1","1"
"Wipeout: The Game","2010","Misc","Activision",0.6,68.5,7,"E",0,0.0392207131532813,4.12310562561766,2.63905732961526,3,1,"DS","5","2","0","0"
"World of Warcraft: Mists of Pandaria","2012","Role-Playing","Activision",1.82,82,4.8,"T",0,0.198850858745165,6.48074069840786,7.14361760270412,6,1,"PC","6","3","0","0"
"Zubo","2008","Misc","Electronic Arts",0.11,75,7.6,"E10+",0,0.00995033085316809,4.35889894354067,4.33073334028633,1,2,"DS","5","2","0","0"
"Minna no Ennichi","2012","Action","Namco Bandai Games",0.05,68,7.4,"Unknown",0.048790164169432,0,4.69041575982343,3.29583686600433,3,3,"DS","6","3","1","0"
"Condemned 2: Bloodshot","2008","Action","Sega",0.63,80,8.4,"M",0,0.0582689081239758,8.71779788708135,5.18738580584075,3,1,"XB","5","2","1","1"
"Dance with Devils","2016","Action","N/A",0.01,68,7.4,"Unknown",0.00995033085316809,0,4.69041575982343,3.29583686600433,3,2,"PS","7","3","1","1"
"NCAA March Madness 08","2007","Sports","Electronic Arts",0.26,75,5,"E",0,0.0295588022415444,4.24264068711928,2.19722457733622,4,2,"PS","5","2","1","1"
"Ace Attorney 6","2016","Adventure","Capcom",0.27,66,7.5,"Unknown",0.2390169004705,0,4,2.77258872223978,3,1,"DS","7","3","0","0"
"Madden NFL 07","2006","Sports","Electronic Arts",1.8,80,6,"E",0.00995033085316809,0.122217632724249,7.34846922834953,5.00394630594546,3,2,"XB","5","2","1","1"
"Cabela's Outdoor Adventures (2009)","2009","Sports","Activision Value",0.24,75,7.8,"T",0,0.0198026272961797,4.24264068711928,1.6094379124341,5,2,"XB","5","2","1","1"
"Deponia","2012","Adventure","Daedalic",0.15,74,8.2,"Unknown",0,0.0198026272961797,5.74456264653803,5.73009978297357,1,1,"PC","6","3","0","0"
"Detective Conan: Prelude from the Past","2012","Action","Namco Bandai Games",0.05,68,7.4,"Unknown",0.048790164169432,0,4.69041575982343,3.29583686600433,6,3,"DS","6","3","1","0"
"World Trigger: Borderless Mission","2015","Action","Namco Bandai Games",0.04,68,7.4,"Unknown",0.0392207131532813,0,4.69041575982343,3.29583686600433,4,3,"PS","6","3","1","1"
"Microsoft Flight Simulator","1996","Simulation","Microsoft Game Studios",5.12,70,7.6,"Unknown",0,0.182321556793955,4.12310562561766,3.04452243772342,3,3,"PC","3","1","0","0"
"Shining Soul","2002","Role-Playing","Atari",0.14,58,8.5,"E",0.0861776962410524,0,3.60555127546399,2.19722457733622,2,1,"GB","4","2","0","1"
"Danball Senki","2011","Role-Playing","Level 5",0.39,74,7.9,"Unknown",0.3293037471426,0,5.47722557505166,3.96081316959758,2,2,"PS","6","3","0","1"
"Tomb Raider: The Last Revelation","1998","Action","Eidos Interactive",2.48,68,7.4,"Unknown",0.0582689081239758,0.122217632724249,4.69041575982343,3.29583686600433,5,2,"PS","3","1","1","1"
"MySims SkyHeroes","2010","Action","Electronic Arts",0.31,68,7.4,"Unknown",0,0.0198026272961797,4.69041575982343,3.29583686600433,2,2,"DS","5","2","1","0"
"Major League Baseball 2K11","2011","Sports","Take-Two Interactive",0.45,69,6.8,"E",0,0.0295588022415444,5.19615242270663,3.2188758248682,4,3,"XB","6","3","1","1"
"PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana","2012","Action","Irem Software Engineering",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433,9,3,"DS","6","3","1","0"
"Pebble Beach Golf Links","1994","Sports","Sega",0.02,75,7.4,"Unknown",0.0198026272961797,0,4.24264068711928,2.83321334405622,4,1,"others","2","1","1","0"
"Rugrats: Totally Angelica","2001","Adventure","THQ",0.12,66,7.5,"Unknown",0,0.00995033085316809,4,2.77258872223978,3,1,"PS","4","2","0","1"
"Mini Ninjas","2009","Action","Eidos Interactive",0.02,74,8.3,"E10+",0,0,3.74165738677394,4.36944785246702,2,2,"PC","5","2","1","0"
"Marines: Modern Urban Combat","2010","Shooter","O-Games",0.03,73,7.4,"T",0,0,5.65685424949238,4.14313472639153,4,2,"Wii","5","2","1","1"
"Hot Wheels Turbo Racing","1999","Racing","Electronic Arts",1.07,69,7.4,"Unknown",0,0.0676586484738149,4.24264068711928,2.89037175789616,4,2,"PS","3","1","0","1"
"SkullMonkeys","1998","Platform","DreamWorks Interactive",0.13,69,7.7,"Unknown",0,0.00995033085316809,4.12310562561766,3.13549421592915,1,2,"PS","3","1","1","1"
"My Horse & Me","2007","Sports","Atari",0.31,75,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.83321334405622,3,1,"Wii","5","2","1","1"
"The Legend of Heroes: A Tear of Vermillion","2005","Role-Playing","Namco Bandai Games",0.09,68,7.7,"T",0,0.00995033085316809,4.89897948556636,3.29583686600433,8,3,"PS","4","2","0","1"
"Silly Bandz: Play The Craze","2010","Puzzle","Deep Silver",0.11,70,7.5,"Unknown",0,0.00995033085316809,3.74165738677394,2.484906649788,5,2,"DS","5","2","0","0"
"ShellShock 2: Blood Trails","2009","Shooter","Eidos Interactive",0.09,30,5.9,"M",0,0.00995033085316809,4.58257569495584,3.52636052461616,4,2,"XB","5","2","1","1"
"Naruto Ultimate Collection","2008","Misc","Namco Bandai Games",0.11,68.5,7,"T",0,0.00995033085316809,4.12310562561766,2.63905732961526,3,3,"PS","5","2","0","1"
"Arc the Lad II","1996","Role-Playing","Sony Computer Entertainment",1.05,74,7.9,"Unknown",0.65232518603969,0.122217632724249,5.47722557505166,3.96081316959758,4,3,"PS","3","1","0","1"
"Tales of the World: Radiant Mythology","2006","Role-Playing","Ubisoft",0.43,66,7.8,"T",0.207014169384326,0.0198026272961797,5.19615242270663,3.25809653802148,6,1,"PS","5","2","0","1"
"NHL 11","2010","Sports","Electronic Arts",0.73,88,7.7,"E10+",0,0.048790164169432,7,4.27666611901606,2,2,"XB","5","2","1","1"
"Coded Arms","2005","Shooter","Konami Digital Entertainment",0.75,59,6.5,"T",0,0.157003748809665,6.48074069840786,4.12713438504509,2,3,"PS","4","2","1","1"
"Class of Heroes","2008","Role-Playing","Acquire",0.14,61,7.1,"T",0.0769610411361284,0.00995033085316809,3.46410161513775,2.56494935746154,3,1,"PS","5","2","0","1"
"The Testament of Sherlock Holmes","2012","Adventure","Focus Home Interactive",0.24,65,7.4,"M",0,0.0392207131532813,4,3.55534806148941,5,3,"PS","6","3","0","1"
"Need for Speed: The Run","2011","Action","Electronic Arts",0.27,64,3.6,"E10+",0.00995033085316809,0.0295588022415444,2.44948974278318,3.09104245335832,5,2,"Wii","6","3","1","1"
"Avatar: The Game","2009","Action","Ubisoft",0.04,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,3,1,"PC","5","2","1","0"
"Front Mission","1995","Strategy","SquareSoft",0.6,74,7.9,"Unknown",0.470003629245736,0,4.89897948556636,3.59731226058845,2,1,"DS","2","1","0","0"
"Project Spark","2014","Misc","Microsoft Game Studios",0.17,73,7,"E10+",0,0.0198026272961797,5.09901951359278,5.02388052084628,2,3,"XB","6","3","0","1"
"NASCAR Thunder 2003","2002","Racing","Electronic Arts",0.27,84,7.4,"E",0,0.00995033085316809,3.60555127546399,2.89037175789616,3,2,"XB","4","2","0","1"
"Hot Wheels Velocity X","2002","Racing","THQ",0.47,54,7.1,"E",0,0.0582689081239758,2.64575131106459,2.83321334405622,4,1,"PS","4","2","0","1"
"Neverland Card Battles","2008","Role-Playing","Idea Factory",0.05,57,7.8,"T",0,0.00995033085316809,3.74165738677394,2.56494935746154,3,2,"PS","5","2","0","1"
"Just Dance 2015","2014","Misc","Ubisoft",0.39,72,5.8,"E10+",0,0.0676586484738149,2.82842712474619,3.49650756146648,3,1,"PS","6","3","0","1"
"Getsuei Gakuen: kou","2013","Adventure","Arc System Works",0.01,66,7.5,"Unknown",0.00995033085316809,0,4,2.77258872223978,3,3,"PS","6","3","0","1"
"Totally Spies! 2: Undercover","2006","Action","Atari",0.02,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,4,1,"DS","5","2","1","0"
"FIFA 15","2014","Sports","Electronic Arts",0.28,82,4.2,"E",0,0.0198026272961797,3,5.95064255258773,2,2,"PC","6","3","1","0"
"AMF Bowling World Lanes","2008","Sports","Bethesda Softworks",0.35,75,1.1,"E",0,0.0295588022415444,4.24264068711928,2.39789527279837,4,2,"Wii","5","2","1","1"
"Naruto Shippuden: Gekito Ninja Taisen! EX","2007","Fighting","Takara Tomy",0.1,72,7.7,"Unknown",0.0953101798043249,0,4.89897948556636,3.3322045101752,6,2,"Wii","5","2","1","1"
"Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e","2010","Action","Namco Bandai Games",0.06,68,7.4,"Unknown",0.0582689081239758,0,4.69041575982343,3.29583686600433,9,3,"PS","5","2","1","1"
"Silent Scope 2: Dark Silhouette","2001","Shooter","Konami Digital Entertainment",0.19,64,7.4,"M",0,0.0198026272961797,4.12310562561766,4.14313472639153,5,3,"PS","4","2","1","1"
"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2","2007","Misc","Sega",0.03,68.5,7,"Unknown",0.0295588022415444,0,4.12310562561766,2.63905732961526,8,1,"PS","5","2","0","1"
"Sim Theme Park","1998","Strategy","Electronic Arts",2.08,74,8.3,"E",0,0,4.89897948556636,2.70805020110221,3,2,"PC","3","1","0","0"
"Steel Battalion","2002","Simulation","Microsoft Game Studios",0.1,83,8.5,"T",0.0198026272961797,0,4.47213595499958,3.04452243772342,2,3,"XB","4","2","0","1"
"Warhammer 40,000: Dawn of War","2004","Strategy","THQ",0.05,86,8.8,"M",0,0.00995033085316809,7.14142842854285,5.69035945432406,6,1,"PC","4","2","0","0"
"Dynasty Warriors 6 Empires","2009","Action","Tecmo Koei",0.34,62,7,"T",0.139761942375159,0.0198026272961797,4.69041575982343,3.29583686600433,4,2,"PS","5","2","1","1"
"Konohana 2: Todoke Kanai Requiem","2002","Adventure","Success",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978,5,1,"PS","4","2","0","1"
"Tales of the World: Narikiri Dungeon 2","2002","Role-Playing","Namco Bandai Games",0.19,74,7.9,"Unknown",0.173953307123438,0,5.47722557505166,3.96081316959758,7,3,"GB","4","2","0","1"
"Tiger Woods PGA Tour 2005","2004","Sports","Electronic Arts",0.01,91,4.5,"E",0,0,4,3.68887945411394,5,2,"PC","4","2","1","0"
"Deus Ex: Mankind Divided","2016","Role-Playing","Square Enix",0.38,84,7.6,"M",0,0.0582689081239758,7.68114574786861,6.23832462503951,4,2,"PS","7","3","0","1"
"Brothers in Arms: Double Time","2008","Shooter","Ubisoft",0.13,45,6.6,"M",0,0.00995033085316809,3.60555127546399,2.89037175789616,5,1,"Wii","5","2","1","1"
"Best Friends Tonight","2010","Misc","Ubisoft",0.03,68.5,7,"E10+",0,0,4.12310562561766,2.63905732961526,3,1,"DS","5","2","0","0"
"Atelier Sophie: The Alchemist of the Mysterious Book","2015","Role-Playing","Tecmo Koei",0.12,75,8.1,"Unknown",0.0582689081239758,0.00995033085316809,5.65685424949238,3.87120101090789,8,2,"PS","6","3","0","1"
"Hello Kitty Seasons","2010","Adventure","Namco Bandai Games",0.23,66,7.5,"E",0,0.0198026272961797,4,2.77258872223978,3,3,"Wii","5","2","0","1"
"Shining Force CD","1994","Strategy","Sega",0.14,74,7.9,"Unknown",0.131028262406404,0,4.89897948556636,3.59731226058845,3,1,"others","2","1","0","0"
"Bella Sara 2 - The Magic of Drasilmare","2013","Adventure","Big Ben Interactive",0.02,66,7.5,"Unknown",0,0,4,2.77258872223978,7,3,"DS","6","3","0","0"
"Rimo-Cocoron","2001","Action","Sony Computer Entertainment",0.05,68,7.4,"Unknown",0.048790164169432,0,4.69041575982343,3.29583686600433,2,3,"PS","4","2","1","1"
"Story of Seasons","2014","Simulation","Nintendo",0.42,76,8.2,"E10+",0.2390169004705,0.00995033085316809,6.2449979983984,4.00733318523247,3,1,"DS","6","3","0","0"
"Runaway: A Twist of Fate","2009","Adventure","Focus Home Interactive",0.04,79,8.2,"T",0,0.00995033085316809,3.87298334620742,3.71357206670431,5,3,"PC","5","2","0","0"
"F.E.A.R. 2: Project Origin","2009","Shooter","Warner Bros. Interactive Entertainment",0.47,79,7.9,"M",0.00995033085316809,0.0769610411361284,6.92820323027551,4.59511985013459,7,4,"PS","5","2","1","1"
"WWE Wrestlemania XIX","2003","Fighting","THQ",0.33,76,8.7,"T",0,0.00995033085316809,5.09901951359278,3.87120101090789,3,1,"GC","4","2","1","0"
